1.000000000000000000e+00;-1.322404371584699589e+00
2.000000000000000000e+00;-8.224043715846995894e-01
3.000000000000000000e+00;-3.224043715846995894e-01
4.000000000000000000e+00;1.775956284153004106e-01
5.000000000000000000e+00;-8.224043715846995894e-01
6.000000000000000000e+00;1.775956284153004106e-01
7.000000000000000000e+00;-8.224043715846995894e-01
8.000000000000000000e+00;1.177595628415300411e+00
9.000000000000000000e+00;1.775956284153004106e-01
1.100000000000000000e+01;1.775956284153004106e-01
1.200000000000000000e+01;1.177595628415300411e+00
1.300000000000000000e+01;-5.724043715846995894e-01
1.400000000000000000e+01;1.775956284153004106e-01
1.500000000000000000e+01;1.775956284153004106e-01
1.600000000000000000e+01;-8.224043715846995894e-01
1.700000000000000000e+01;1.775956284153004106e-01
1.800000000000000000e+01;-4.890710382513661081e-01
1.900000000000000000e+01;-1.822404371584699589e+00
2.000000000000000000e+01;-8.224043715846995894e-01
2.100000000000000000e+01;1.775956284153004106e-01
2.200000000000000000e+01;-2.822404371584699589e+00
2.300000000000000000e+01;-2.822404371584699589e+00
2.400000000000000000e+01;-8.224043715846995894e-01
2.500000000000000000e+01;1.775956284153004106e-01
2.600000000000000000e+01;6.775956284153004106e-01
2.700000000000000000e+01;1.775956284153004106e-01
2.800000000000000000e+01;-8.224043715846995894e-01
2.900000000000000000e+01;1.775956284153004106e-01
3.000000000000000000e+01;-1.557377049180330708e-01
3.100000000000000000e+01;1.775956284153004106e-01
3.200000000000000000e+01;-3.224043715846995894e-01
3.300000000000000000e+01;-4.890710382513661081e-01
3.400000000000000000e+01;5.109289617486334478e-01
3.500000000000000000e+01;1.775956284153004106e-01
3.600000000000000000e+01;-8.224043715846995894e-01
3.700000000000000000e+01;1.177595628415300411e+00
3.800000000000000000e+01;6.775956284153004106e-01
3.900000000000000000e+01;1.775956284153004106e-01
4.000000000000000000e+01;1.775956284153004106e-01
4.100000000000000000e+01;1.775956284153004106e-01
4.200000000000000000e+01;-4.890710382513661081e-01
4.300000000000000000e+01;-8.224043715846995894e-01
4.400000000000000000e+01;1.177595628415300411e+00
4.500000000000000000e+01;1.177595628415300411e+00
4.600000000000000000e+01;-8.224043715846995894e-01
4.700000000000000000e+01;5.109289617486334478e-01
4.800000000000000000e+01;-1.322404371584699589e+00
4.900000000000000000e+01;-4.890710382513661081e-01
5.000000000000000000e+01;-8.224043715846995894e-01
5.100000000000000000e+01;1.775956284153004106e-01
5.200000000000000000e+01;-1.557377049180330708e-01
5.300000000000000000e+01;1.775956284153004106e-01
5.400000000000000000e+01;-5.724043715846995894e-01
5.500000000000000000e+01;-8.224043715846995894e-01
5.600000000000000000e+01;-1.822404371584699589e+00
5.700000000000000000e+01;1.177595628415300411e+00
5.800000000000000000e+01;-1.155737704918033071e+00
5.900000000000000000e+01;-1.822404371584699589e+00
6.000000000000000000e+01;-8.224043715846995894e-01
6.100000000000000000e+01;-1.572404371584699589e+00
6.200000000000000000e+01;1.775956284153004106e-01
6.300000000000000000e+01;6.775956284153004106e-01
6.400000000000000000e+01;-8.224043715846995894e-01
6.500000000000000000e+01;1.775956284153004106e-01
6.600000000000000000e+01;-8.224043715846995894e-01
6.700000000000000000e+01;-8.224043715846995894e-01
6.800000000000000000e+01;1.775956284153004106e-01
6.900000000000000000e+01;-8.224043715846995894e-01
7.000000000000000000e+01;1.775956284153004106e-01
7.100000000000000000e+01;-1.822404371584699589e+00
7.200000000000000000e+01;1.775956284153004106e-01
7.300000000000000000e+01;-4.890710382513661081e-01
7.400000000000000000e+01;1.775956284153004106e-01
7.500000000000000000e+01;-8.224043715846995894e-01
7.600000000000000000e+01;1.177595628415300411e+00
7.700000000000000000e+01;1.775956284153004106e-01
7.800000000000000000e+01;8.442622950819673733e-01
7.900000000000000000e+01;-4.890710382513661081e-01
8.000000000000000000e+01;-8.224043715846995894e-01
8.100000000000000000e+01;1.177595628415300411e+00
8.200000000000000000e+01;1.177595628415300411e+00
8.300000000000000000e+01;1.775956284153004106e-01
8.400000000000000000e+01;1.775956284153004106e-01
8.500000000000000000e+01;-3.224043715846995894e-01
8.600000000000000000e+01;-4.890710382513661081e-01
8.700000000000000000e+01;-1.822404371584699589e+00
8.800000000000000000e+01;-8.224043715846995894e-01
8.900000000000000000e+01;1.775956284153004106e-01
9.000000000000000000e+01;-8.224043715846995894e-01
9.100000000000000000e+01;-3.224043715846995894e-01
9.200000000000000000e+01;-8.224043715846995894e-01
9.300000000000000000e+01;-8.224043715846995894e-01
9.400000000000000000e+01;6.775956284153004106e-01
9.500000000000000000e+01;1.775956284153004106e-01
9.600000000000000000e+01;-8.224043715846995894e-01
9.700000000000000000e+01;1.775956284153004106e-01
9.800000000000000000e+01;-8.224043715846995894e-01
9.900000000000000000e+01;1.775956284153004106e-01
1.000000000000000000e+02;1.177595628415300411e+00
1.010000000000000000e+02;-1.322404371584699589e+00
1.020000000000000000e+02;1.775956284153004106e-01
1.030000000000000000e+02;-8.224043715846995894e-01
1.040000000000000000e+02;-8.224043715846995894e-01
1.050000000000000000e+02;-8.224043715846995894e-01
1.060000000000000000e+02;6.775956284153004106e-01
1.070000000000000000e+02;-8.224043715846995894e-01
1.080000000000000000e+02;-1.322404371584699589e+00
1.090000000000000000e+02;5.109289617486334478e-01
1.100000000000000000e+02;1.775956284153004106e-01
1.110000000000000000e+02;1.775956284153004106e-01
1.120000000000000000e+02;1.775956284153004106e-01
1.130000000000000000e+02;-4.890710382513661081e-01
1.140000000000000000e+02;-8.224043715846995894e-01
1.150000000000000000e+02;8.442622950819673733e-01
1.160000000000000000e+02;-8.224043715846995894e-01
1.170000000000000000e+02;1.177595628415300411e+00
1.180000000000000000e+02;1.177595628415300411e+00
1.190000000000000000e+02;-1.822404371584699589e+00
1.200000000000000000e+02;1.177595628415300411e+00
1.210000000000000000e+02;-1.822404371584699589e+00
1.220000000000000000e+02;8.442622950819673733e-01
1.230000000000000000e+02;-3.224043715846995894e-01
1.240000000000000000e+02;-4.890710382513661081e-01
1.250000000000000000e+02;-8.224043715846995894e-01
1.260000000000000000e+02;1.775956284153004106e-01
1.270000000000000000e+02;-1.322404371584699589e+00
1.280000000000000000e+02;1.177595628415300411e+00
1.290000000000000000e+02;1.775956284153004106e-01
1.300000000000000000e+02;1.775956284153004106e-01
1.310000000000000000e+02;8.442622950819673733e-01
1.320000000000000000e+02;1.775956284153004106e-01
