0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
7.856437918298549150e-02;3.831065911242087507e-02;5.426656518693818293e-02;5.489012788561393325e-02;4.695130471290210467e-02;4.538024132446761422e-02;4.385600709311434503e-02;4.273002266532775067e-02;4.178084923439154275e-02;4.095020610909163444e-02;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.565653339624007420e-02;2.563963615027335663e-02;2.562277213897327238e-02;2.560594125359607828e-02;2.558914338589548740e-02;2.557237842811962633e-02;2.555564627300819028e-02;2.553894681378958420e-02;2.552227994417802584e-02;2.550564555837071465e-02;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-4.995689090992854603e-02;1.278688183843427473e-01;1.972077377164105916e-01;1.562776900934691460e-01;8.212846647539663592e-02;1.443833664228185154e-01;1.108793199415139263e-01;1.028908546278942820e-01;9.689271165355431426e-02;9.201203720537579067e-02;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.335619316707367998e-01;-6.750224424607198515e-02;3.378799507317128969e-02;2.636780638280231820e-02;3.575806146667150770e-02;3.146182516367870829e-02;3.100592996675973628e-02;3.098631473925648680e-02;3.091376913020765782e-02;3.082689785543169664e-02;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.038896686442584635e-02;2.040971435226239875e-02;2.895216625657923495e-02;2.893466258660734591e-02;3.038018565787945630e-02;2.968772369404566042e-02;2.983345925815250252e-02;2.981349335367294504e-02;2.980155915929046453e-02;2.979471211018586488e-02;0.000000000000000000e+00
