2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;0.000000000000000000e+00
1.528857328858417020e-01;9.710770585291937651e-02;8.920263932460097134e-02;8.265220388685713682e-02;7.719122644692633095e-02;7.276857207829326435e-02;6.905011253249879188e-02;6.587053790954541799e-02;6.310957005621919969e-02;6.068401668748704680e-02;0.000000000000000000e+00
6.415873153270318374e-02;5.217413888831218260e-02;4.937167083957860053e-02;4.708606530108230132e-02;4.522921768543604337e-02;4.370647321698866578e-02;4.241987491610948319e-02;4.131131932173962712e-02;4.034081105616336288e-02;3.948031910789771143e-02;0.000000000000000000e+00
-3.465980400235094822e-02;-1.959841066280179622e-02;-1.414062018272731550e-02;1.299784533645218952e-03;5.290758714379334773e-03;1.024818092922992474e-02;1.331503039729720929e-02;1.567316510283995115e-02;1.748925219637649173e-02;1.893225968857625147e-02;0.000000000000000000e+00
2.497009222124494873e-02;2.495451039342199209e-02;2.493895760577216972e-02;2.492343376825376100e-02;2.490793879121530954e-02;2.489247258539350680e-02;2.487703506191098202e-02;2.486162613227415816e-02;2.484624570837122917e-02;2.483089370246987018e-02;0.000000000000000000e+00
2.026622315805710894e-01;3.463329800627963639e-02;3.334214780964045444e-02;3.352975697129284560e-02;3.311543432859730823e-02;3.293281862140727545e-02;3.273129049541272789e-02;3.254997836186816068e-02;3.238222618653548851e-02;3.222730226440054246e-02;0.000000000000000000e+00
2.026850562332291050e-01;3.463243673298325304e-02;3.334135568836499308e-02;3.352874639697091957e-02;3.311448652608699195e-02;3.293184607332249464e-02;3.273031586454575731e-02;3.254900166742937667e-02;3.238124995250203642e-02;3.222632831103113688e-02;0.000000000000000000e+00
3.217988140360156929e-02;3.415698296190561312e-02;2.981911403826748019e-02;3.098305673062763319e-02;3.036939385241286399e-02;3.038939807145529109e-02;3.032576775532114591e-02;3.029311597937915310e-02;3.026478867755872867e-02;3.024177663591401388e-02;0.000000000000000000e+00
3.128489054728808560e-02;2.958311792277231941e-02;3.288039619907861394e-02;2.943650147686645985e-02;3.067277398783589334e-02;3.029287773025942515e-02;3.026305894204643632e-02;3.020252565146537560e-02;3.015716383471138753e-02;3.012046032335211065e-02;0.000000000000000000e+00
2.245048121368222738e-01;2.553384037141020330e-02;2.708021925556486700e-02;2.847847387236297073e-02;2.909877884950728619e-02;2.950622464777676035e-02;2.973536485722919065e-02;2.987529764144047570e-02;2.995996694945096336e-02;3.001005006251949991e-02;0.000000000000000000e+00
2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;2.999999999999999889e-02;0.000000000000000000e+00
3.068038206303516299e-02;2.989398112693786302e-02;2.972798076802957851e-02;2.934963219931255654e-02;2.952905789260281896e-02;2.942757749116952856e-02;2.941990068207468376e-02;2.940919692192229054e-02;2.940584204751827205e-02;2.940595293369566848e-02;0.000000000000000000e+00
6.666744682107479669e-02;3.877688538539847407e-02;3.649170422522676066e-02;3.692346426773119444e-02;3.656075098191469835e-02;3.648431838991114673e-02;3.636895230645745963e-02;3.626512027601116323e-02;3.615975320475280780e-02;3.605429411579239712e-02;0.000000000000000000e+00
